time,ID,position,vehicle_class,speed,Lane,length,width
9.9,1,329.0188,Car,15.4305,1,5.0,2.0
10.0,1,330.564,Car,15.4743,1,5.0,2.0
10.1,1,332.1087,Car,15.4191,1,5.0,2.0
10.2,1,333.652,Car,15.4476,1,5.0,2.0
10.3,1,335.1941,Car,15.3942,1,5.0,2.0
10.4,1,336.7345,Car,15.4139,1,5.0,2.0
10.5,1,338.2747,Car,15.3905,1,5.0,2.0
10.6,1,339.8147,Car,15.4088,1,5.0,2.0
10.7,1,341.3574,Car,15.445,1,5.0,2.0
10.8,1,342.8981,Car,15.3698,1,5.0,2.0
10.9,1,344.4385,Car,15.4373,1,5.0,2.0
11.0,1,345.9821,Car,15.4348,1,5.0,2.0
11.1,1,347.5245,Car,15.4139,1,5.0,2.0
11.2,1,349.0649,Car,15.3929,1,5.0,2.0
11.3,1,350.6067,Car,15.4435,1,5.0,2.0
11.4,1,352.1504,Car,15.4308,1,5.0,2.0
11.5,1,353.6949,Car,15.4593,1,5.0,2.0
11.6,1,355.2408,Car,15.4586,1,5.0,2.0
11.7,1,356.7893,Car,15.5116,1,5.0,2.0
11.8,1,358.338,Car,15.4618,1,5.0,2.0
11.9,1,359.8832,Car,15.4434,1,5.0,2.0
12.0,1,361.4296,Car,15.4842,1,5.0,2.0
12.1,1,362.9783,Car,15.4895,1,5.0,2.0
12.2,1,364.5291,Car,15.527,1,5.0,2.0
12.3,1,366.0812,Car,15.5138,1,5.0,2.0
12.4,1,367.6319,Car,15.5009,1,5.0,2.0
12.5,1,369.1837,Car,15.5345,1,5.0,2.0
12.6,1,370.7331,Car,15.4541,1,5.0,2.0
12.7,1,372.2792,Car,15.4684,1,5.0,2.0
12.8,1,373.8255,Car,15.4562,1,5.0,2.0
12.9,1,375.3716,Car,15.4671,1,5.0,2.0
13.0,1,376.9165,Car,15.4307,1,5.0,2.0
13.1,1,378.4622,Car,15.4825,1,5.0,2.0
13.2,1,380.0086,Car,15.4465,1,5.0,2.0
13.3,1,381.5508,Car,15.3969,1,5.0,2.0
13.4,1,383.0904,Car,15.3965,1,5.0,2.0
13.5,1,384.6313,Car,15.4204,1,5.0,2.0
13.6,1,386.1732,Car,15.4183,1,5.0,2.0
13.7,1,387.7158,Car,15.4333,1,5.0,2.0
13.8,1,389.2594,Car,15.4391,1,5.0,2.0
13.9,1,390.7984,Car,15.3405,1,5.0,2.0
14.0,1,392.3291,Car,15.2729,1,5.0,2.0
14.1,1,393.8533,Car,15.2112,1,5.0,2.0
14.2,1,395.3766,Car,15.2541,1,5.0,2.0
14.3,1,396.8988,Car,15.1909,1,5.0,2.0
14.4,1,398.4169,Car,15.1704,1,5.0,2.0
14.5,1,399.9319,Car,15.1306,1,5.0,2.0
14.6,1,401.4439,Car,15.1094,1,5.0,2.0
14.7,1,402.9548,Car,15.1089,1,5.0,2.0
14.8,1,404.4625,Car,15.0438,1,5.0,2.0
14.9,1,405.9644,Car,14.9955,1,5.0,2.0
15.0,1,407.4607,Car,14.9294,1,5.0,2.0
15.1,1,408.9506,Car,14.8698,1,5.0,2.0
15.2,1,410.4373,Car,14.8644,1,5.0,2.0
15.3,1,411.9224,Car,14.8359,1,5.0,2.0
15.4,1,413.4066,Car,14.8488,1,5.0,2.0
15.5,1,414.8869,Car,14.7579,1,5.0,2.0
15.6,1,416.3619,Car,14.7417,1,5.0,2.0
15.7,1,417.8318,Car,14.6558,1,5.0,2.0
15.8,1,419.2943,Car,14.5942,1,5.0,2.0
15.9,1,420.752,Car,14.5605,1,5.0,2.0
16.0,1,422.2064,Car,14.5281,1,5.0,2.0
16.1,1,423.6616,Car,14.575,1,5.0,2.0
16.2,1,425.1128,Car,14.449,1,5.0,2.0
16.3,1,426.5584,Car,14.4625,1,5.0,2.0
16.4,1,428.0003,Car,14.3755,1,5.0,2.0
16.5,1,429.4389,Car,14.3972,1,5.0,2.0
16.6,1,430.8762,Car,14.3493,1,5.0,2.0
16.7,1,432.3089,Car,14.3033,1,5.0,2.0
16.8,1,433.738,Car,14.2789,1,5.0,2.0
16.9,1,435.1637,Car,14.2348,1,5.0,2.0
17.0,1,436.5876,Car,14.2442,1,5.0,2.0
17.1,1,438.0096,Car,14.1957,1,5.0,2.0
17.2,1,439.4271,Car,14.1535,1,5.0,2.0
17.3,1,440.8415,Car,14.1351,1,5.0,2.0
17.4,1,442.2565,Car,14.1643,1,5.0,2.0
17.5,1,443.6744,Car,14.1944,1,5.0,2.0
17.6,1,445.0912,Car,14.1423,1,5.0,2.0
17.7,1,446.5047,Car,14.1268,1,5.0,2.0
17.8,1,447.9177,Car,14.1342,1,5.0,2.0
17.9,1,449.3326,Car,14.1624,1,5.0,2.0
18.0,1,450.7472,Car,14.1298,1,5.0,2.0
18.1,1,452.1593,Car,14.1132,1,5.0,2.0
18.2,1,453.5731,Car,14.1632,1,5.0,2.0
18.3,1,454.9888,Car,14.1495,1,5.0,2.0
18.4,1,456.4058,Car,14.1914,1,5.0,2.0
18.5,1,457.8235,Car,14.1615,1,5.0,2.0
18.6,1,459.2381,Car,14.1318,1,5.0,2.0
18.7,1,460.6518,Car,14.1418,1,5.0,2.0
18.8,1,462.0713,Car,14.2482,1,5.0,2.0
18.9,1,463.4971,Car,14.2678,1,5.0,2.0
19.0,1,464.922,Car,14.2294,1,5.0,2.0
19.1,1,466.3456,Car,14.2431,1,5.0,2.0
19.2,1,467.7737,Car,14.3194,1,5.0,2.0
19.3,1,469.2029,Car,14.2642,1,5.0,2.0
19.4,1,470.6308,Car,14.2931,1,5.0,2.0
19.5,1,472.0636,Car,14.3624,1,5.0,2.0
19.6,1,473.4994,Car,14.3548,1,5.0,2.0
19.7,1,474.9367,Car,14.3904,1,5.0,2.0
19.8,1,476.3767,Car,14.4096,1,5.0,2.0
19.9,1,477.8196,Car,14.4486,1,5.0,2.0
20.0,1,479.2672,Car,14.5045,1,5.0,2.0
0.0,2,125.0,Car,14.1356,1,5.0,2.0
0.1,2,126.4112,Car,14.0888,1,5.0,2.0
0.2,2,127.8247,Car,14.1814,1,5.0,2.0
0.3,2,129.2432,Car,14.1885,1,5.0,2.0
0.4,2,130.663,Car,14.2065,1,5.0,2.0
0.5,2,132.0855,Car,14.2442,1,5.0,2.0
0.6,2,133.512,Car,14.2861,1,5.0,2.0
0.7,2,134.9437,Car,14.3471,1,5.0,2.0
0.8,2,136.3761,Car,14.3011,1,5.0,2.0
0.9,2,137.8092,Car,14.3609,1,5.0,2.0
1.0,2,139.2453,Car,14.3622,1,5.0,2.0
1.1,2,140.6825,Car,14.3813,1,5.0,2.0
1.2,2,142.1233,Car,14.4332,1,5.0,2.0
1.3,2,143.5664,Car,14.4288,1,5.0,2.0
1.4,2,145.0108,Car,14.4598,1,5.0,2.0
1.5,2,146.4548,Car,14.4196,1,5.0,2.0
1.6,2,147.896,Car,14.4055,1,5.0,2.0
1.7,2,149.3373,Car,14.4192,1,5.0,2.0
1.8,2,150.7797,Car,14.4304,1,5.0,2.0
1.9,2,152.2224,Car,14.4232,1,5.0,2.0
2.0,2,153.6625,Car,14.3778,1,5.0,2.0
2.1,2,155.1015,Car,14.4032,1,5.0,2.0
2.2,2,156.5414,Car,14.3954,1,5.0,2.0
2.3,2,157.9837,Car,14.45,1,5.0,2.0
2.4,2,159.4269,Car,14.4147,1,5.0,2.0
2.5,2,160.8634,Car,14.3149,1,5.0,2.0
2.6,2,162.2948,Car,14.3122,1,5.0,2.0
2.7,2,163.7232,Car,14.2557,1,5.0,2.0
2.8,2,165.1489,Car,14.2592,1,5.0,2.0
2.9,2,166.575,Car,14.2623,1,5.0,2.0
3.0,2,168.0013,Car,14.2638,1,5.0,2.0
3.1,2,169.4235,Car,14.1795,1,5.0,2.0
3.2,2,170.8402,Car,14.1547,1,5.0,2.0
3.3,2,172.252,Car,14.0821,1,5.0,2.0
3.4,2,173.6618,Car,14.1133,1,5.0,2.0
3.5,2,175.0703,Car,14.0576,1,5.0,2.0
3.6,2,176.4755,Car,14.0446,1,5.0,2.0
3.7,2,177.8779,Car,14.0052,1,5.0,2.0
3.8,2,179.2782,Car,13.9998,1,5.0,2.0
3.9,2,180.6742,Car,13.9212,1,5.0,2.0
4.0,2,182.0654,Car,13.9016,1,5.0,2.0
4.1,2,183.4595,Car,13.9816,1,5.0,2.0
4.2,2,184.8512,Car,13.8519,1,5.0,2.0
4.3,2,186.2354,Car,13.8312,1,5.0,2.0
4.4,2,187.6216,Car,13.8937,1,5.0,2.0
4.5,2,189.0114,Car,13.9012,1,5.0,2.0
4.6,2,190.3942,Car,13.7553,1,5.0,2.0
4.7,2,191.7698,Car,13.757,1,5.0,2.0
4.8,2,193.1455,Car,13.7571,1,5.0,2.0
4.9,2,194.5223,Car,13.7788,1,5.0,2.0
5.0,2,195.8952,Car,13.6787,1,5.0,2.0
5.1,2,197.2633,Car,13.6837,1,5.0,2.0
5.2,2,198.6324,Car,13.6984,1,5.0,2.0
5.3,2,200.001,Car,13.6736,1,5.0,2.0
5.4,2,201.3665,Car,13.636,1,5.0,2.0
5.5,2,202.7299,Car,13.6314,1,5.0,2.0
5.6,2,204.0906,Car,13.5836,1,5.0,2.0
5.7,2,205.4502,Car,13.6083,1,5.0,2.0
5.8,2,206.8106,Car,13.5993,1,5.0,2.0
5.9,2,208.1709,Car,13.6073,1,5.0,2.0
6.0,2,209.5302,Car,13.5778,1,5.0,2.0
6.1,2,210.8892,Car,13.6036,1,5.0,2.0
6.2,2,212.2502,Car,13.6158,1,5.0,2.0
6.3,2,213.6103,Car,13.5868,1,5.0,2.0
6.4,2,214.9692,Car,13.5901,1,5.0,2.0
6.5,2,216.3277,Car,13.5791,1,5.0,2.0
6.6,2,217.6854,Car,13.5759,1,5.0,2.0
6.7,2,219.0419,Car,13.553,1,5.0,2.0
6.8,2,220.3987,Car,13.5831,1,5.0,2.0
6.9,2,221.7563,Car,13.5697,1,5.0,2.0
7.0,2,223.1165,Car,13.6343,1,5.0,2.0
7.1,2,224.4791,Car,13.6174,1,5.0,2.0
7.2,2,225.839,Car,13.5802,1,5.0,2.0
7.3,2,227.1952,Car,13.5437,1,5.0,2.0
7.4,2,228.5489,Car,13.5305,1,5.0,2.0
7.5,2,229.9052,Car,13.5963,1,5.0,2.0
7.6,2,231.2632,Car,13.5643,1,5.0,2.0
7.7,2,232.6197,Car,13.5657,1,5.0,2.0
7.8,2,233.9727,Car,13.4929,1,5.0,2.0
7.9,2,235.3256,Car,13.5659,1,5.0,2.0
8.0,2,236.6811,Car,13.5433,1,5.0,2.0
8.1,2,238.0326,Car,13.4866,1,5.0,2.0
8.2,2,239.3816,Car,13.4948,1,5.0,2.0
8.3,2,240.7316,Car,13.5044,1,5.0,2.0
8.4,2,242.081,Car,13.4842,1,5.0,2.0
8.5,2,243.4282,Car,13.4586,1,5.0,2.0
8.6,2,244.7735,Car,13.4475,1,5.0,2.0
8.7,2,246.1171,Car,13.4248,1,5.0,2.0
8.8,2,247.4592,Car,13.4171,1,5.0,2.0
8.9,2,248.8018,Car,13.4355,1,5.0,2.0
9.0,2,250.1382,Car,13.2917,1,5.0,2.0
9.1,2,251.4696,Car,13.3376,1,5.0,2.0
9.2,2,252.8027,Car,13.3247,1,5.0,2.0
9.3,2,254.1341,Car,13.3017,1,5.0,2.0
9.4,2,255.4618,Car,13.2539,1,5.0,2.0
9.5,2,256.7837,Car,13.1835,1,5.0,2.0
9.6,2,258.1037,Car,13.2162,1,5.0,2.0
9.7,2,259.4259,Car,13.2275,1,5.0,2.0
9.8,2,260.7422,Car,13.0982,1,5.0,2.0
9.9,2,262.054,Car,13.1381,1,5.0,2.0
10.0,2,263.3644,Car,13.0698,1,5.0,2.0
10.1,2,264.6701,Car,13.045,1,5.0,2.0
10.2,2,265.9715,Car,12.9823,1,5.0,2.0
10.3,2,267.2691,Car,12.9708,1,5.0,2.0
10.4,2,268.567,Car,12.9869,1,5.0,2.0
10.5,2,269.863,Car,12.9328,1,5.0,2.0
10.6,2,271.1564,Car,12.9352,1,5.0,2.0
10.7,2,272.4475,Car,12.8871,1,5.0,2.0
10.8,2,273.7336,Car,12.8342,1,5.0,2.0
10.9,2,275.0175,Car,12.8436,1,5.0,2.0
11.0,2,276.2985,Car,12.7758,1,5.0,2.0
11.1,2,277.5753,Car,12.7602,1,5.0,2.0
11.2,2,278.8483,Car,12.7005,1,5.0,2.0
11.3,2,280.1177,Car,12.687,1,5.0,2.0
11.4,2,281.3841,Car,12.6414,1,5.0,2.0
11.5,2,282.6497,Car,12.6712,1,5.0,2.0
11.6,2,283.9126,Car,12.5873,1,5.0,2.0
11.7,2,285.1735,Car,12.6293,1,5.0,2.0
11.8,2,286.4342,Car,12.5854,1,5.0,2.0
11.9,2,287.6942,Car,12.6139,1,5.0,2.0
12.0,2,288.9544,Car,12.5912,1,5.0,2.0
12.1,2,290.2148,Car,12.6156,1,5.0,2.0
12.2,2,291.4744,Car,12.5776,1,5.0,2.0
12.3,2,292.7286,Car,12.5058,1,5.0,2.0
12.4,2,293.9814,Car,12.5507,1,5.0,2.0
12.5,2,295.2349,Car,12.5198,1,5.0,2.0
12.6,2,296.4881,Car,12.5442,1,5.0,2.0
12.7,2,297.746,Car,12.6123,1,5.0,2.0
12.8,2,299.0064,Car,12.5958,1,5.0,2.0
12.9,2,300.2646,Car,12.5679,1,5.0,2.0
13.0,2,301.5216,Car,12.573,1,5.0,2.0
13.1,2,302.7813,Car,12.6212,1,5.0,2.0
13.2,2,304.0425,Car,12.6028,1,5.0,2.0
13.3,2,305.3047,Car,12.6403,1,5.0,2.0
13.4,2,306.5713,Car,12.693,1,5.0,2.0
13.5,2,307.8432,Car,12.7434,1,5.0,2.0
13.6,2,309.118,Car,12.7539,1,5.0,2.0
13.7,2,310.3905,Car,12.6955,1,5.0,2.0
13.8,2,311.6654,Car,12.8034,1,5.0,2.0
13.9,2,312.947,Car,12.8278,1,5.0,2.0
14.0,2,314.2319,Car,12.8707,1,5.0,2.0
14.1,2,315.5225,Car,12.9404,1,5.0,2.0
14.2,2,316.8127,Car,12.8645,1,5.0,2.0
14.3,2,318.1031,Car,12.9439,1,5.0,2.0
14.4,2,319.4011,Car,13.0152,1,5.0,2.0
14.5,2,320.7012,Car,12.9862,1,5.0,2.0
14.6,2,322.0062,Car,13.1143,1,5.0,2.0
14.7,2,323.3178,Car,13.1175,1,5.0,2.0
14.8,2,324.6321,Car,13.1681,1,5.0,2.0
14.9,2,325.9485,Car,13.1616,1,5.0,2.0
15.0,2,327.2686,Car,13.2387,1,5.0,2.0
15.1,2,328.5946,Car,13.2814,1,5.0,2.0
15.2,2,329.9232,Car,13.2906,1,5.0,2.0
15.3,2,331.2539,Car,13.3241,1,5.0,2.0
15.4,2,332.588,Car,13.3577,1,5.0,2.0
15.5,2,333.9236,Car,13.355,1,5.0,2.0
15.6,2,335.2617,Car,13.4067,1,5.0,2.0
15.7,2,336.6038,Car,13.4354,1,5.0,2.0
15.8,2,337.9495,Car,13.4789,1,5.0,2.0
15.9,2,339.2996,Car,13.5235,1,5.0,2.0
16.0,2,340.6501,Car,13.4863,1,5.0,2.0
16.1,2,342.0013,Car,13.5373,1,5.0,2.0
16.2,2,343.3585,Car,13.6068,1,5.0,2.0
16.3,2,344.7168,Car,13.5599,1,5.0,2.0
16.4,2,346.0736,Car,13.5757,1,5.0,2.0
16.5,2,347.4336,Car,13.6229,1,5.0,2.0
16.6,2,348.7976,Car,13.6571,1,5.0,2.0
16.7,2,350.1627,Car,13.6455,1,5.0,2.0
16.8,2,351.5298,Car,13.6969,1,5.0,2.0
16.9,2,352.8993,Car,13.6931,1,5.0,2.0
17.0,2,354.269,Car,13.7016,1,5.0,2.0
17.1,2,355.6392,Car,13.7006,1,5.0,2.0
17.2,2,357.0122,Car,13.7602,1,5.0,2.0
17.3,2,358.3847,Car,13.6894,1,5.0,2.0
17.4,2,359.7511,Car,13.6396,1,5.0,2.0
17.5,2,361.1207,Car,13.751,1,5.0,2.0
17.6,2,362.4928,Car,13.6915,1,5.0,2.0
17.7,2,363.8629,Car,13.7101,1,5.0,2.0
17.8,2,365.2357,Car,13.7472,1,5.0,2.0
17.9,2,366.6061,Car,13.6604,1,5.0,2.0
18.0,2,367.9727,Car,13.6712,1,5.0,2.0
18.1,2,369.3393,Car,13.6607,1,5.0,2.0
18.2,2,370.7066,Car,13.6849,1,5.0,2.0
18.3,2,372.0769,Car,13.7219,1,5.0,2.0
18.4,2,373.4492,Car,13.7247,1,5.0,2.0
18.5,2,374.8213,Car,13.7177,1,5.0,2.0
18.6,2,376.1906,Car,13.668,1,5.0,2.0
18.7,2,377.5562,Car,13.6426,1,5.0,2.0
18.8,2,378.9241,Car,13.7157,1,5.0,2.0
18.9,2,380.295,Car,13.7028,1,5.0,2.0
19.0,2,381.6669,Car,13.7346,1,5.0,2.0
19.1,2,383.0409,Car,13.7466,1,5.0,2.0
19.2,2,384.415,Car,13.7354,1,5.0,2.0
19.3,2,385.7898,Car,13.7609,1,5.0,2.0
19.4,2,387.1655,Car,13.7529,1,5.0,2.0
19.5,2,388.5417,Car,13.7711,1,5.0,2.0
19.6,2,389.9175,Car,13.7445,1,5.0,2.0
19.7,2,391.2933,Car,13.7719,1,5.0,2.0
19.8,2,392.6717,Car,13.7961,1,5.0,2.0
19.9,2,394.053,Car,13.8289,1,5.0,2.0
20.0,2,395.4348,Car,13.8079,1,5.0,2.0
0.0,3,65.0,Truck,11.1304,1,8.0,2.5
0.1,3,66.1121,Truck,11.1119,1,8.0,2.5
0.2,3,67.2235,Truck,11.1165,1,8.0,2.5
0.3,3,68.3297,Truck,11.0072,1,8.0,2.5
0.4,3,69.4302,Truck,11.0027,1,8.0,2.5
0.5,3,70.5289,Truck,10.9712,1,8.0,2.5
0.6,3,71.6234,Truck,10.9193,1,8.0,2.5
0.7,3,72.7165,Truck,10.9423,1,8.0,2.5
0.8,3,73.8115,Truck,10.9582,1,8.0,2.5
0.9,3,74.9045,Truck,10.9003,1,8.0,2.5
1.0,3,75.9939,Truck,10.8881,1,8.0,2.5
1.1,3,77.0827,Truck,10.8883,1,8.0,2.5
1.2,3,78.1706,Truck,10.8694,1,8.0,2.5
1.3,3,79.2542,Truck,10.8021,1,8.0,2.5
1.4,3,80.3353,Truck,10.8201,1,8.0,2.5
1.5,3,81.4142,Truck,10.7584,1,8.0,2.5
1.6,3,82.4875,Truck,10.7078,1,8.0,2.5
1.7,3,83.5576,Truck,10.6936,1,8.0,2.5
1.8,3,84.6246,Truck,10.6469,1,8.0,2.5
1.9,3,85.6893,Truck,10.646,1,8.0,2.5
2.0,3,86.7538,Truck,10.6449,1,8.0,2.5
2.1,3,87.8193,Truck,10.6645,1,8.0,2.5
2.2,3,88.8864,Truck,10.6786,1,8.0,2.5
2.3,3,89.9491,Truck,10.5742,1,8.0,2.5
2.4,3,91.0087,Truck,10.6182,1,8.0,2.5
2.5,3,92.068,Truck,10.5681,1,8.0,2.5
2.6,3,93.1268,Truck,10.6087,1,8.0,2.5
2.7,3,94.1867,Truck,10.588,1,8.0,2.5
2.8,3,95.2429,Truck,10.5369,1,8.0,2.5
2.9,3,96.3009,Truck,10.622,1,8.0,2.5
3.0,3,97.361,Truck,10.5808,1,8.0,2.5
3.1,3,98.4195,Truck,10.5901,1,8.0,2.5
3.2,3,99.4782,Truck,10.5837,1,8.0,2.5
3.3,3,100.5378,Truck,10.6083,1,8.0,2.5
3.4,3,101.601,Truck,10.6553,1,8.0,2.5
3.5,3,102.6665,Truck,10.6538,1,8.0,2.5
3.6,3,103.7336,Truck,10.6886,1,8.0,2.5
3.7,3,104.8036,Truck,10.7111,1,8.0,2.5
3.8,3,105.8773,Truck,10.7636,1,8.0,2.5
3.9,3,106.9525,Truck,10.7395,1,8.0,2.5
4.0,3,108.0261,Truck,10.7333,1,8.0,2.5
4.1,3,109.1047,Truck,10.8393,1,8.0,2.5
4.2,3,110.1881,Truck,10.8287,1,8.0,2.5
4.3,3,111.2748,Truck,10.9051,1,8.0,2.5
4.4,3,112.366,Truck,10.9177,1,8.0,2.5
4.5,3,113.4588,Truck,10.9381,1,8.0,2.5
4.6,3,114.5551,Truck,10.9895,1,8.0,2.5
4.7,3,115.6584,Truck,11.0756,1,8.0,2.5
4.8,3,116.7681,Truck,11.1182,1,8.0,2.5
4.9,3,117.8789,Truck,11.0975,1,8.0,2.5
5.0,3,118.9908,Truck,11.1403,1,8.0,2.5
5.1,3,120.1082,Truck,11.2081,1,8.0,2.5
5.2,3,121.2281,Truck,11.191,1,8.0,2.5
5.3,3,122.351,Truck,11.2668,1,8.0,2.5
5.4,3,123.4792,Truck,11.2964,1,8.0,2.5
5.5,3,124.6113,Truck,11.3465,1,8.0,2.5
5.6,3,125.7462,Truck,11.3516,1,8.0,2.5
5.7,3,126.8822,Truck,11.3677,1,8.0,2.5
5.8,3,128.0201,Truck,11.3911,1,8.0,2.5
5.9,3,129.1625,Truck,11.4568,1,8.0,2.5
6.0,3,130.311,Truck,11.5125,1,8.0,2.5
6.1,3,131.4642,Truck,11.5521,1,8.0,2.5
6.2,3,132.6245,Truck,11.6524,1,8.0,2.5
6.3,3,133.79,Truck,11.6594,1,8.0,2.5
6.4,3,134.9544,Truck,11.6277,1,8.0,2.5
6.5,3,136.1206,Truck,11.6958,1,8.0,2.5
6.6,3,137.2904,Truck,11.7003,1,8.0,2.5
6.7,3,138.4619,Truck,11.7293,1,8.0,2.5
6.8,3,139.6367,Truck,11.7669,1,8.0,2.5
6.9,3,140.8151,Truck,11.8017,1,8.0,2.5
7.0,3,141.9948,Truck,11.7929,1,8.0,2.5
7.1,3,143.1771,Truck,11.853,1,8.0,2.5
7.2,3,144.3599,Truck,11.8031,1,8.0,2.5
7.3,3,145.5427,Truck,11.8519,1,8.0,2.5
7.4,3,146.7324,Truck,11.9423,1,8.0,2.5
7.5,3,147.9236,Truck,11.882,1,8.0,2.5
7.6,3,149.1141,Truck,11.9275,1,8.0,2.5
7.7,3,150.3052,Truck,11.8949,1,8.0,2.5
